PC1,PC2,PC3
1.2662726440962557,-0.08179468105618279,-0.48465955447597764
0.7017375048912414,0.37116327458468196,0.9823826310819516
-0.9849638318931782,-0.8037632744033587,0.8449990882982339
-1.9778445930791968,0.8300402813721137,-0.4782069607494901
2.4265058223345775,-0.3122286796509257,1.401480559734897
1.917177879800907,1.0758420156946626,-1.2693812887694533
2.6530059609620147,-0.13379491702197144,0.982598164222704
-0.24890114563626106,-0.41198504477863485,-1.302270489112525
-0.1056944678215866,-0.9667766847665624,1.329006542605799
2.1504165641691357,-1.4279478399277343,0.2402402770740345
0.9578898637955983,1.5459492615484536,0.20480977800551073
0.6897420225286565,1.8523116188667996,-0.3718829423535517
0.8439784377729637,0.2698520226184326,-1.8871271240959036
-1.5460376020264852,0.630885615529578,0.7770800113885356
-0.02910392573879041,0.3700349475201788,1.9095017381522603
-2.2649293994692488,-0.29897601371013294,-0.2570856480980296
-1.4047888938435176,-1.7981415829052765,0.22716643439246442
-1.5534721851706887,-2.1211702426843866,0.31388369997230314
0.0024540296507794476,-0.148490432403829,2.0011942786053196
1.2395995730593616,1.2184823284759811,-0.20798525106473928
2.2859755969978877,-0.68598560878313,0.5489846060094244
-1.160399895212411,0.3478804898145029,-1.0879179956915723
-0.7518508495918776,0.8261697645114009,-1.460042452101319
-1.9039895104986126,-0.3798150037011661,-1.2334727984902984
1.0228492423303948,1.9496334385075536,-0.016444140907783074
-0.8026220193027495,-1.4665156106965171,0.19651735161823577
0.6094254327843294,-1.5464426766083472,-0.14552269074492066
-1.8477909811895201,0.33790207027897823,-0.964466261447814
-1.7948788016760235,-1.5485173815073379,1.1696266055080993
0.17129040122809253,-1.7827767967378692,0.24285540042853374
-0.7780446339517569,1.005140774930195,-0.9998133870833203
0.9811674140041454,0.7377069842208016,0.7019206575037277
-0.7335212695935752,0.6614014869499827,-1.4032140236726125
-2.1741853434576033,-0.430581965065282,0.004225677419450012
1.981068181654185,-0.6906175217396286,0.7648913422620348
-2.261293073120841,-0.24787641065097216,-0.4028282527719331
1.0579794702520855,-0.03773219996900524,0.37516309546874443
-1.641283021829822,0.02681645791117393,2.3608770828792607
1.3952829600116974,-1.2000822360351413,-1.0580065705206436
0.05605628318026302,1.0917848647280164,0.32118306550514486
3.266089355940898,0.5447158611387928,1.3946249819249315
-1.6672424876125989,1.1544600643023324,0.013907864166254844
-1.3854083336224778,0.573803407433122,-1.547704538434838
1.1788428574596113,1.6190481494151665,0.38402917702668943
-1.6529723418018358,-0.01570525478134896,-1.7874536802258152
1.074738306732973,-0.7219818911977892,-0.5802502267735096
0.8904936226586075,-1.4546514152476981,-0.7820944627857301
0.8333907135008354,-0.7909630018848216,-1.2989382203702304
-0.12496503868346577,-0.5330063016602296,-1.8071970570676574
-0.48648323902875257,-2.209740753118841,-0.027727268411737786
-2.2768797507829097,0.6420981083134701,-1.2295826436364095
-0.8959431362290241,-0.8614063287403232,0.8853411229110343
-2.4711733719293254,-0.12986229255594223,-1.255543283514813
-1.4686167972820177,0.09082249368694716,-0.23769515565927912
-0.18807978245375132,-1.4664901343490526,0.35626323682059285
-1.2544816734550923,0.7385673879132486,-1.414400025026812
-1.7054646362963708,0.4038223332983996,2.039591204377062
1.2583320613709774,-0.5952596292643957,1.607808643748299
