age,income,purchase_frequency,annual_spending
0.017862729628905245,-0.2297892454585446,1.2139203580181388,0.6592205006199291
0.5261517841099442,0.9975653782605692,0.15955988492768816,0.5583296551535405
0.9618281165222634,-0.10052383664472372,-0.8948005881627622,-0.7769444860205298
-1.2891662676080522,0.05906839852974397,-1.2462540791929122,-1.2781526140629045
1.6153426151407422,0.9724435816724589,1.2139203580181388,1.7095119327961186
-1.2891662676080522,0.09318070108859919,1.5653738490482887,1.5430424026093161
1.179666282728423,0.8063988302510451,1.2139203580181388,2.1703504062569885
-0.5630390469208536,-1.1637264470415278,0.5110133759578382,-0.5263481746950325
1.5427298930720224,0.18867794154340198,-0.543347097132612,-0.06202463650096838
1.6153426151407422,-0.612337425352491,1.5653738490482887,1.2110354898822229
-0.7082644910582934,1.3718973541334043,0.8624668669879887,0.5168773594209479
-1.361778989676772,1.174278289876934,0.8624668669879887,0.3374234320758725
-1.2891662676080522,-0.9858950992756925,1.2139203580181388,0.514935537171021
-0.19997543657725433,0.819346879519917,-1.2462540791929122,-1.0634959757933629
1.0344408385909833,1.556052167821247,-0.543347097132612,-0.01902180163034129
-0.4178136027834139,-0.636770953540927,-1.5977075702230625,-1.4759165844644797
1.1070535606597032,-1.3000896237269894,-1.2462540791929122,-0.8979896040358334
1.3975044489345825,-1.4717695726707363,-1.2462540791929122,-1.1606527581826254
1.4701171710033023,1.2523967532399618,-0.543347097132612,-0.044775344631253954
-0.7808772131270132,0.8507921420300345,0.8624668669879887,1.0122180649486299
1.3248917268658627,0.13899356644191674,1.5653738490482887,1.3703397050876132
-1.2165535455393324,-0.6162089351006587,-0.543347097132612,-0.7140208715535385
-1.6522298779516515,-0.4465937913559347,0.15955988492768816,-0.7198910303137693
-0.9987153793331728,-1.3389767883085848,-1.2462540791929122,-1.04557174335768
-1.0713281014018927,1.545986242476011,1.2139203580181388,0.34138642769632005
1.0344408385909833,-0.9879599044747153,-0.543347097132612,-0.745549716802708
1.0344408385909833,-1.173534271736886,0.15955988492768816,0.6104770226111893
-1.2165535455393324,-0.5924636753118969,-0.8948005881627622,-1.3554852975314688
1.5427298930720224,-0.5023435317295493,-1.5977075702230625,-1.3453748702696358
1.3975044489345825,-1.117354363613475,-0.19189360610246192,0.2224162958804456
-1.4343917117454918,0.007835419528991673,0.15955988492768816,-0.8809792776097454
0.23570089583506482,1.1500168287884165,0.8624668669879887,0.33330811878715866
-1.5796171558829317,-0.565621207724601,-0.19189360610246192,-0.3575491874737937
-0.12736271450853448,-0.542736283435432,-1.5977075702230625,-1.4374394997132225
1.3975044489345825,0.24042712184390996,1.2139203580181388,1.2414743973255382
-0.5630390469208536,-0.7039631560591261,-1.5977075702230625,-1.4226163455536096
0.4535390620412244,0.32409474917931147,0.5110133759578382,0.8436981747722375
1.3248917268658627,1.4711800707864153,-1.5977075702230625,-1.3582552900974758
0.3809263399725045,-1.4319790558145684,1.2139203580181388,0.9223351352804425
-0.4904263248521338,1.0270748858966028,0.15955988492768816,-0.09461514501876865
1.1070535606597032,1.6385153254572185,1.5653738490482887,2.600364161653725
-1.1439408234706125,0.646978662176496,-1.2462540791929122,-0.9613555781980874
-1.7248426000203714,-0.7870715653197923,-0.543347097132612,-0.8744451232656976
-0.7082644910582934,1.51376667801626,0.5110133759578382,1.1479613819106578
-1.5796171558829317,-1.4258706737674596,-0.8948005881627622,-0.8612482110373293
0.3083136179037847,-0.8005358158884199,0.8624668669879887,0.7321140817444839
